,ADAUSDT,BNBUSDT,BTCUSDT,BTTUSDT,DASHUSDT,DOGEUSDT,EOSUSDT,ETCUSDT,ETHUSDT,LINKUSDT,LTCUSDT,NEOUSDT,QTUMUSDT,TRXUSDT,XLMUSDT,XMRUSDT,XRPUSDT,ZECUSDT
4832,1.19871,262.9517,57222.31,0.0030201,223.16,,4.1679,12.0936,1780.55,29.4631,195.7,42.609,6.62,0.05992,0.39833,233.33,0.50059,147.64
4833,1.20524,263.421,57249.14,0.0033727,223.79,,4.1961,12.1689,1788.87,29.6603,196.52,42.73,6.71,0.06168,0.39974,234.73,0.50154,149.09
4834,1.21106,264.1381,57365.08,0.0034116,223.48,,4.2112,12.2102,1793.19,29.7378,196.85,42.731,6.799,0.06195,0.40046,235.28,0.50461,149.57
4835,1.19926,264.8476,57513.18,0.0036452,222.01,,4.213,12.183,1795.97,29.7005,196.68,42.501,6.656,0.06229,0.40188,234.73,0.51243,149.95
4836,1.19652,266.3975,57760.48,0.0037654,222.0,,4.2257,12.1993,1798.04,29.663,197.76,42.593,6.609,0.064,0.4016,236.44,0.51153,150.48
4837,1.20146,267.2272,58087.79,0.0036859,222.38,,4.2036,12.2141,1809.06,29.7075,197.88,42.48,6.627,0.06399,0.4053,235.11,0.51213,150.29
4838,1.19286,264.2912,57588.25,0.0035511,220.1,,4.1718,11.975,1785.83,29.282,196.36,42.135,6.579,0.06291,0.40614,233.34,0.52002,148.87
4839,1.18561,264.6513,57351.56,0.0036301,221.01,,4.1536,11.9811,1782.98,29.2097,195.31,42.421,6.596,0.06337,0.40347,231.66,0.51651,148.18
4840,1.16793,260.7669,56590.76,0.0034283,216.42,,4.0346,11.6926,1757.44,28.8412,192.22,41.563,6.466,0.06172,0.39559,228.76,0.50346,144.59
4841,1.17514,262.3237,56623.19,0.0034704,216.84,,4.0619,11.7259,1763.58,28.8482,191.86,41.863,6.531,0.06214,0.39874,229.08,0.50981,145.15
4842,1.18955,264.4663,56969.85,0.0035283,218.44,,4.1107,11.8505,1770.98,28.9805,192.9,42.711,6.756,0.06302,0.40265,231.21,0.51386,146.15
4843,1.19226,267.9467,57563.63,0.0035392,219.49,,4.134,11.9596,1782.93,29.0927,194.6,43.131,6.701,0.06323,0.40408,232.67,0.51406,147.51
4844,1.19866,266.8113,57615.8,0.0035013,220.2,,4.145,11.938,1788.49,29.0375,194.9,43.204,6.763,0.0635,0.40346,231.21,0.51132,147.72
4845,1.1957,267.8609,57597.39,0.00348,220.64,,4.1592,12.0314,1788.72,29.1385,194.66,43.167,6.952,0.06314,0.40324,232.12,0.51317,148.15
4846,1.2034,266.6172,57678.12,0.0034141,221.5,,4.1633,12.0326,1789.24,29.1713,194.82,43.447,6.941,0.06386,0.40062,233.01,0.51564,148.16
4847,1.19523,265.4762,57576.5,0.0034372,220.83,,4.1813,12.0518,1789.16,29.0924,194.89,43.172,6.866,0.0646,0.40058,232.27,0.51951,147.6
4848,1.17751,264.0635,57210.57,0.0035081,218.57,,4.1293,11.9216,1780.3,28.8722,193.3,42.49,6.706,0.06387,0.39754,230.38,0.51738,146.28
4849,1.1875,267.1579,57372.0,0.0035373,219.51,,4.2269,12.0321,1782.09,29.0015,194.44,43.071,6.927,0.06576,0.40411,230.77,0.54285,146.93
4850,1.19399,266.3294,57908.82,0.0034911,221.14,,4.2846,12.1704,1793.71,29.1582,195.77,43.493,6.903,0.06541,0.4113,231.96,0.56182,148.33
4851,1.19057,266.9459,57713.79,0.0035064,221.13,,4.2509,12.1588,1795.49,29.2619,196.29,43.405,6.859,0.06525,0.40782,231.68,0.55531,148.85
4852,1.18445,265.7763,57259.48,0.0034226,219.45,,4.2872,12.1,1782.91,29.0768,195.37,43.024,6.821,0.06455,0.41724,230.7,0.57778,147.81
4853,1.18378,266.367,56969.98,0.0033885,222.5,,4.2548,12.238,1777.66,29.1375,196.73,43.286,6.864,0.06406,0.41205,231.73,0.56449,147.96
4854,1.18167,267.2764,56990.02,0.003379,220.64,,4.3122,12.2921,1779.12,29.35,197.45,43.883,7.026,0.06351,0.42008,231.81,0.57927,148.31
4855,1.17989,267.4725,57083.0,0.0035518,221.99,,4.2749,12.2447,1778.63,29.1361,196.46,43.832,6.996,0.06404,0.41366,230.06,0.57287,148.53
4856,1.17768,268.2438,56753.6,0.0034748,219.11,,4.2918,12.2198,1773.84,28.9635,195.16,43.296,6.912,0.06315,0.42066,227.81,0.59069,147.1
4857,1.17813,275.3795,57080.31,0.0034423,219.9,,4.339,12.2916,1780.66,29.056,196.05,43.507,7.014,0.06337,0.41638,228.01,0.58835,146.89
4858,1.16828,270.1868,56494.11,0.0033473,219.0,,4.3242,12.2543,1772.2,29.0138,195.72,43.161,6.968,0.0625,0.41378,225.87,0.58907,146.64
4859,1.15033,265.7971,55524.99,0.003282,216.04,,4.2145,12.0344,1737.86,28.556,192.69,42.007,6.813,0.0617,0.40526,223.88,0.56274,144.67
4860,1.10251,258.8422,54507.62,0.0031379,209.24,,4.1459,11.8115,1677.08,27.5906,186.16,40.667,6.595,0.05964,0.39603,223.06,0.54138,142.67
4861,1.11873,257.8561,54566.77,0.0032354,209.42,,4.1214,11.7345,1679.77,27.7064,187.54,41.0,6.616,0.05982,0.39751,222.01,0.56111,141.6
4862,1.11697,258.1806,54614.23,0.0033186,208.88,,4.1157,11.7934,1695.13,27.712,187.43,41.436,6.633,0.06043,0.39563,220.57,0.55655,142.35
4863,1.1015,254.7976,54083.25,0.0032546,206.6,,4.0777,11.6556,1680.97,27.2431,185.67,40.695,6.538,0.05927,0.39238,217.08,0.5441,139.53
4864,1.12401,258.8758,54697.73,0.0032928,210.35,,4.144,11.7882,1692.53,27.6674,187.44,41.568,6.676,0.06053,0.39916,219.64,0.56807,142.21
4865,1.14746,261.4967,55120.83,0.0033444,212.54,,4.17,11.8727,1708.14,27.8985,188.03,41.663,6.753,0.06135,0.40273,219.7,0.59266,142.87
4866,1.13202,258.8135,54548.58,0.0031867,209.62,,4.1999,11.9529,1692.49,27.647,187.42,41.595,6.745,0.06055,0.40244,218.47,0.57525,141.45
4867,1.12932,259.2775,54684.83,0.0032254,208.93,,4.2179,12.3707,1702.19,27.479,188.35,41.817,6.802,0.0606,0.40398,218.35,0.57907,141.07
4868,1.1223,259.3366,54438.64,0.0031351,208.8,,4.176,12.2249,1695.31,27.4139,187.8,41.709,6.676,0.06013,0.39984,217.54,0.5744,140.34
4869,1.10847,256.6889,53532.25,0.0030166,206.35,,4.1025,12.055,1677.7,27.07,185.86,40.925,6.515,0.05856,0.39584,215.1,0.56387,139.16
4870,1.08344,252.4836,53306.84,0.003022,203.72,,4.0546,11.8616,1655.38,26.689,183.16,40.865,6.373,0.05793,0.38934,212.42,0.55416,137.29
4871,1.12853,257.2424,54161.34,0.0031762,208.72,,4.1188,12.05,1679.36,27.2254,185.49,41.162,6.552,0.05951,0.39457,216.39,0.569,139.78
4872,1.13458,257.2031,54309.24,0.0031318,209.23,,4.1335,12.1444,1681.33,27.291,185.5,41.292,6.578,0.05977,0.39765,216.88,0.57528,140.66
4873,1.13737,259.5065,54607.86,0.0031552,209.19,,4.1335,12.2104,1687.3,27.381,185.97,41.404,6.567,0.05969,0.39808,216.89,0.58172,141.0
4874,1.13783,259.1114,54671.06,0.0031534,209.68,,4.1159,12.2517,1689.75,27.2633,185.68,41.188,6.571,0.0594,0.39865,216.47,0.57291,140.37
4875,1.12749,255.8984,54249.81,0.0030971,207.28,,4.0886,12.0697,1687.35,26.9519,184.28,40.652,6.468,0.05883,0.393,214.97,0.56494,139.17
4876,1.16086,259.4,55110.0,0.0031228,210.53,,4.1499,12.3395,1705.11,27.2637,186.22,41.363,6.614,0.05989,0.40413,219.35,0.57424,141.31
4877,1.15951,261.0496,55263.36,0.0030559,210.09,,4.145,12.317,1708.23,27.4543,186.97,41.596,6.668,0.05985,0.40089,220.02,0.5714,141.41
4878,1.15631,259.5477,55184.25,0.0030606,210.59,,4.1488,12.4488,1707.48,27.3933,187.02,41.67,6.748,0.06011,0.39986,220.5,0.56919,141.0
4879,1.15654,260.0814,55165.19,0.0031275,209.88,,4.1374,12.4941,1702.93,27.2351,186.29,41.771,6.785,0.06023,0.39916,221.01,0.5678,139.15
4880,1.156,260.7445,55548.52,0.0031346,211.51,,4.142,12.5168,1710.02,27.3158,187.72,41.78,6.877,0.06049,0.40069,223.2,0.56331,139.99
4881,1.15189,260.0,55710.87,0.0030427,211.88,,4.2123,12.4634,1715.51,27.7325,188.42,42.261,6.944,0.05988,0.40089,224.24,0.5602,141.06
4882,1.13719,257.9,55364.69,0.002996,209.92,,4.1725,12.3301,1707.14,27.5374,187.69,41.469,6.868,0.05923,0.39771,222.36,0.55392,138.65
4883,1.12631,257.2118,55008.46,0.0029961,208.94,,4.1446,12.316,1705.86,27.3496,186.01,41.561,6.813,0.05852,0.39437,223.1,0.5491,137.26
4884,1.11142,253.805,54452.6,0.0029712,206.28,,4.0987,12.1492,1672.41,26.9776,183.84,41.119,6.723,0.05792,0.39304,221.2,0.54412,136.6
4885,1.11361,254.5,54646.59,0.0030104,206.22,,4.0989,12.1579,1667.81,26.94,183.74,40.684,6.955,0.05837,0.3944,220.69,0.54996,136.22
4886,1.12011,254.5371,54387.91,0.0029852,207.0,,4.0794,12.2145,1665.18,26.8897,184.59,40.688,6.862,0.05788,0.39319,218.66,0.54866,136.91
4887,1.11639,255.4646,54340.89,0.0030656,206.62,,4.0899,12.2413,1668.08,26.7813,185.83,41.081,6.999,0.05852,0.39518,218.02,0.5498,136.02
4888,1.10236,251.6466,53688.07,0.0030823,203.98,,4.0457,12.1428,1654.13,26.4223,182.68,40.471,6.82,0.05897,0.38966,215.76,0.5371,135.68
4889,1.11467,255.6516,54466.36,0.0030876,207.01,,4.0919,12.3752,1674.01,26.6874,188.8,40.951,6.874,0.05956,0.39193,218.19,0.54311,137.47
4890,1.11236,255.6458,54430.79,0.0031253,207.18,,4.1202,12.4148,1678.09,26.8481,192.03,41.348,7.084,0.05957,0.39642,218.26,0.54347,138.16
4891,1.10801,256.1307,54350.54,0.0031001,208.06,,4.1115,12.3249,1678.89,26.8626,190.94,41.196,7.077,0.05964,0.39291,217.96,0.54319,137.69
4892,1.11049,255.0727,54122.07,0.00306,207.45,,4.1005,12.2252,1677.8,26.8161,190.98,41.116,6.99,0.05916,0.3917,218.15,0.54339,136.73
4893,1.11228,255.5432,54100.0,0.0030892,208.13,,4.1016,12.2291,1672.85,26.9377,191.44,41.292,6.969,0.05934,0.39259,217.9,0.5465,136.56
4894,1.12779,257.8052,54662.79,0.0030878,209.73,,4.1298,12.267,1682.22,27.0668,191.7,41.552,7.018,0.0597,0.39317,219.1,0.54647,138.01
4895,1.14078,259.6612,55464.2,0.0031848,211.82,,4.1679,12.3712,1695.16,27.364,194.42,42.13,7.276,0.06047,0.39584,222.33,0.54598,139.07
4896,1.14628,259.8344,56280.41,0.0031313,211.77,,4.1787,12.4634,1712.02,27.5311,195.3,42.768,7.169,0.06042,0.39854,221.81,0.55695,139.95
4897,1.15251,263.8193,56404.73,0.0031733,212.8,,4.1808,12.4674,1711.68,27.5197,195.29,42.615,7.318,0.0605,0.39935,222.89,0.55291,140.64
4898,1.15057,263.9278,56465.75,0.0031947,212.4,,4.1693,12.4994,1716.0,27.4757,195.2,43.547,7.353,0.06044,0.39878,223.65,0.5523,140.02
4899,1.14908,263.2445,56541.03,0.0032521,212.23,,4.1784,12.5034,1714.86,27.45,194.65,44.071,7.49,0.06068,0.4,223.63,0.54968,139.87
4900,1.16002,266.9461,56900.01,0.0032629,212.85,,4.2037,12.5584,1732.36,27.7562,196.49,44.052,7.577,0.061,0.40073,226.04,0.5559,140.69
4901,1.14993,265.4252,56759.91,0.0032775,211.42,,4.163,12.3997,1723.99,27.5415,194.95,43.638,7.634,0.06067,0.39906,225.11,0.55526,139.74
4902,1.13854,263.5562,56539.35,0.0033686,211.87,,4.2586,12.5144,1722.51,27.6867,194.37,44.64,8.116,0.06103,0.40015,225.86,0.55271,140.32
4903,1.14055,262.8945,56298.12,0.00339,210.61,,4.2326,12.4282,1721.33,27.555,193.78,44.802,8.095,0.06122,0.39664,224.83,0.55005,140.32
4904,1.12897,260.5493,55762.89,0.00332,208.82,,4.2641,12.4324,1701.0,27.2351,192.38,44.485,8.243,0.06044,0.39364,227.77,0.54533,138.21
4905,1.12948,261.4463,56125.89,0.0032811,208.07,,4.2636,12.3749,1695.36,27.1695,192.19,44.194,8.084,0.06017,0.39449,226.55,0.54482,137.92
4906,1.11798,258.1856,55378.91,0.0033747,206.24,,4.1778,12.2642,1666.36,26.7324,190.27,43.551,8.032,0.05912,0.39026,222.34,0.53844,136.9
4907,1.10566,255.0362,54736.53,0.0032392,204.42,,4.1186,12.1413,1635.56,26.15,187.64,42.689,7.795,0.0584,0.38532,219.47,0.51876,135.19
4908,1.11003,257.0023,54058.85,0.0032028,202.32,,4.0994,12.1271,1612.58,25.9387,187.73,42.067,7.685,0.05805,0.38397,217.61,0.52271,133.71
4909,1.10426,254.98,53749.99,0.0031625,200.39,,4.0627,12.0308,1613.08,25.725,184.95,41.476,7.594,0.05757,0.379,215.64,0.52017,132.85
4910,1.07045,247.0659,52534.03,0.0030716,192.37,,3.6737,11.4178,1587.56,24.9598,177.56,39.608,7.14,0.05547,0.36164,211.29,0.47882,129.22
4911,1.06902,248.5236,52303.65,0.0031633,190.75,,3.6938,11.292,1581.84,24.8684,176.05,39.529,7.226,0.05568,0.36153,210.67,0.48021,127.67
4912,1.06876,247.9258,52626.91,0.0031093,192.15,,3.7268,11.3743,1591.48,25.0718,177.63,39.48,7.286,0.05499,0.36058,210.65,0.48689,127.41
4913,1.05727,241.839,51830.21,0.0029988,186.31,,3.5948,11.0026,1555.1,24.7211,173.11,38.469,6.814,0.05354,0.35,205.88,0.46853,118.21
4914,1.07923,240.7597,52255.37,0.0030534,186.79,,3.6697,11.1869,1571.84,24.9724,176.19,38.98,7.073,0.0543,0.35222,212.48,0.47503,122.01
4915,1.08951,240.7404,52122.86,0.0030477,187.79,,3.6874,11.2012,1572.15,24.7692,175.67,38.981,7.014,0.05428,0.35592,216.23,0.48405,122.24
4916,1.0945,241.6822,52250.97,0.0031083,187.65,,3.7028,11.1839,1573.76,24.9436,174.88,39.16,7.025,0.05456,0.35678,215.48,0.48902,121.89
4917,1.12446,245.6456,52686.15,0.0031379,190.14,,3.7398,11.2613,1587.16,25.3348,176.74,40.089,7.202,0.05511,0.36139,217.17,0.49543,123.49
4918,1.10735,247.5905,52975.46,0.003223,192.0,,3.7426,11.3047,1596.85,25.4051,176.73,40.265,7.445,0.05569,0.36592,220.59,0.49667,123.93
4919,1.08219,241.887,52270.71,0.0031189,188.62,,3.6805,11.1449,1573.96,24.912,173.09,39.334,7.187,0.05473,0.35712,219.76,0.48804,121.57
4920,1.09909,244.9691,52611.36,0.0031913,191.64,,3.7443,11.2771,1597.05,25.1601,174.76,39.825,7.335,0.0554,0.36373,218.04,0.50473,123.72
4921,1.12138,246.7685,52944.42,0.0032176,194.32,,3.7523,11.3334,1610.48,25.4878,175.97,40.258,7.443,0.05567,0.36643,220.48,0.50391,125.32
4922,1.11877,246.7169,52958.0,0.0032481,195.51,,3.7719,11.3822,1618.76,25.6836,176.65,40.925,8.034,0.05598,0.36694,219.03,0.51025,125.63
4923,1.10472,242.0314,52163.19,0.00318,190.67,,3.6904,11.1702,1592.46,25.2497,173.99,39.633,8.168,0.05516,0.35996,216.27,0.49775,123.18
4924,1.08492,230.5773,51076.92,0.003089,184.86,,3.6604,10.9571,1577.5,25.1641,170.39,38.351,7.968,0.05403,0.35522,213.28,0.49011,121.42
4925,1.1063,234.9032,51653.76,0.0031318,187.54,,3.6942,11.042,1597.61,25.6059,172.91,38.7,7.984,0.05467,0.35874,214.15,0.49482,122.66
4926,1.11411,232.3961,51296.96,0.0031077,187.17,,3.682,11.0357,1600.02,25.5882,172.55,38.626,7.718,0.05454,0.3592,214.52,0.49364,122.08
4927,1.09994,231.1787,50996.15,0.0030879,184.94,,3.6405,10.9188,1594.95,25.5192,170.72,38.424,7.597,0.05441,0.35654,215.18,0.48911,119.6
4928,1.10594,232.2754,51306.95,0.0030756,186.0,,3.6509,10.9202,1592.87,25.6296,171.55,38.442,7.616,0.05445,0.35939,215.45,0.49176,120.12
4929,1.14879,234.2623,51620.6,0.0031188,188.14,,3.6774,11.063,1603.84,26.0157,173.49,39.027,7.918,0.05506,0.36415,218.62,0.50156,121.86
4930,1.12998,237.1894,52236.72,0.0031476,189.99,,3.7074,11.0915,1612.39,26.228,174.4,39.393,8.076,0.05543,0.36635,218.38,0.5075,123.42
4931,1.10731,235.9964,52195.19,0.0031276,190.15,,3.7006,11.0699,1605.05,26.4941,174.19,39.307,7.985,0.05548,0.36697,217.9,0.52098,123.47
4932,1.11691,236.1981,51980.75,0.0031669,189.99,,3.691,11.1176,1603.14,26.2904,174.3,39.066,8.19,0.05573,0.3644,218.26,0.514,123.63
4933,1.12101,237.2995,52437.1,0.0031862,191.98,,3.7066,11.1925,1609.86,26.2799,174.7,39.431,8.501,0.05602,0.36841,219.16,0.51921,124.07
4934,1.10728,235.1134,51741.6,0.0031373,188.44,,3.6762,11.051,1583.21,25.6061,172.03,38.869,8.361,0.05537,0.35974,216.72,0.50962,122.73
4935,1.0956,233.9466,51293.78,0.0031487,189.1,,3.6745,11.0876,1585.74,25.535,171.53,38.632,8.225,0.05528,0.36112,214.33,0.51058,123.02
4936,1.12376,240.8807,52083.14,0.003197,192.95,,3.7425,11.2811,1620.51,25.9513,176.46,39.781,8.924,0.05663,0.36788,217.96,0.53154,125.47
4937,1.11758,242.8393,52255.41,0.0031856,192.48,,3.7448,11.3369,1627.09,25.8089,176.13,40.163,9.022,0.05696,0.36802,218.95,0.5334,126.52
4938,1.10658,238.7214,51696.7,0.0031579,188.93,,3.6852,11.1453,1613.33,25.5682,173.02,39.607,8.963,0.0567,0.36155,217.81,0.52661,124.02
4939,1.12249,241.809,52407.19,0.0031884,191.36,,3.7287,11.3078,1618.73,25.6386,175.19,40.038,9.139,0.05719,0.36647,220.08,0.53421,125.99
4940,1.13035,242.3,52693.13,0.0031794,191.72,,3.7292,11.3338,1619.41,25.6724,175.38,40.177,9.177,0.05776,0.36665,221.05,0.53353,126.4
4941,1.12901,243.3795,52825.67,0.0031946,192.86,,3.7363,11.3816,1623.49,25.7606,175.8,40.434,9.228,0.05871,0.3694,221.78,0.53016,126.35
4942,1.13055,241.1793,52582.45,0.0031738,193.05,,3.7263,11.3488,1617.17,25.5933,175.46,40.231,9.045,0.05803,0.36681,222.06,0.53242,125.93
4943,1.1417,246.084,53569.85,0.0032167,194.71,,3.7474,11.3795,1629.54,25.7768,177.05,40.67,9.006,0.05876,0.37312,223.67,0.53827,127.16
4944,1.13651,245.0511,53365.17,0.0032294,194.33,,3.7571,11.3738,1626.62,25.6478,176.32,40.349,8.932,0.05824,0.37147,222.63,0.53169,126.83
4945,1.16603,246.1705,53331.62,0.003205,193.66,,3.7758,11.3802,1618.77,25.7722,176.5,40.285,8.951,0.05905,0.37149,224.26,0.5329,126.58
4946,1.20639,247.1688,53378.06,0.0032282,194.82,,3.8125,11.47,1623.56,25.8418,176.55,40.49,8.756,0.06128,0.37618,223.6,0.54603,127.03
4947,1.25966,247.3178,52710.96,0.0033324,196.85,,4.1465,11.5998,1617.82,26.1961,178.94,41.153,8.617,0.06601,0.3822,223.23,0.56538,128.09
4948,1.22415,248.8697,53001.57,0.0032641,199.2,,4.0759,11.6726,1634.62,26.4245,180.57,41.057,8.866,0.06338,0.38312,224.11,0.55563,129.35
4949,1.21205,249.7428,53316.82,0.003296,199.63,,4.0773,11.659,1647.73,26.4312,180.28,40.987,8.769,0.06369,0.38222,224.57,0.55487,129.67
4950,1.20679,248.7096,53414.09,0.0033514,200.13,,4.0574,11.62,1644.18,26.3527,180.19,41.01,8.771,0.06342,0.37829,224.21,0.54507,129.36
4951,1.221,247.9981,53308.27,0.0033287,199.23,,4.1045,11.6091,1641.28,26.3403,180.03,40.97,8.449,0.06284,0.37739,221.75,0.55041,131.05
4952,1.23212,250.8495,53776.05,0.0033123,201.95,,4.1048,11.6742,1666.27,27.111,181.62,41.54,8.498,0.06494,0.37951,223.67,0.55765,131.12
4953,1.22038,251.553,53823.98,0.003364,202.0,,4.0935,11.6466,1663.67,27.1609,181.17,41.653,8.564,0.06431,0.38024,221.51,0.55586,130.23
4954,1.20602,249.3677,53682.52,0.003341,200.75,,4.0636,11.5484,1658.51,26.928,180.84,41.35,8.464,0.06357,0.37842,219.55,0.54796,130.33
4955,1.20767,250.3205,53778.55,0.0033755,200.17,,4.0722,11.5449,1664.4,27.2098,180.9,41.313,8.44,0.06359,0.37945,219.46,0.55468,130.37
4956,1.21071,251.8628,53960.0,0.0033453,201.04,,4.12,11.6261,1663.6,27.3114,182.63,41.534,8.603,0.06382,0.38291,218.65,0.55846,131.38
4957,1.2149,253.8374,54574.41,0.003351,202.05,,4.1375,11.7166,1689.99,27.3948,183.56,41.828,8.593,0.06409,0.38489,220.01,0.55561,131.82
4958,1.20172,251.9052,54383.14,0.0034287,200.89,,4.102,11.6441,1681.93,27.2341,182.07,41.362,8.455,0.06439,0.38171,220.21,0.55593,131.83
4959,1.2142,255.2105,55025.59,0.0035572,203.51,,4.1849,11.7593,1698.84,27.3927,183.45,41.652,8.635,0.06464,0.3846,221.7,0.56357,133.46
4960,1.19997,251.5996,54745.38,0.0034404,200.62,,4.1094,11.688,1694.45,27.0241,182.0,41.737,8.872,0.06358,0.38157,219.53,0.56258,131.89
4961,1.19746,250.7204,54682.64,0.0034245,199.0,,4.1034,11.682,1691.3,26.9999,181.81,41.404,8.913,0.06362,0.38061,219.81,0.55741,131.92
4962,1.1992,251.5336,54745.0,0.003425,198.18,,4.1238,11.7024,1695.13,26.994,181.96,41.741,8.81,0.06491,0.38008,220.3,0.55821,131.25
4963,1.18076,252.0795,54760.97,0.0034146,199.1,,4.115,11.6852,1693.0,26.954,181.64,41.982,8.753,0.06435,0.37865,220.61,0.55881,130.99
4964,1.18849,253.3218,54944.72,0.0034383,200.29,,4.123,11.7826,1696.1,26.9282,182.13,42.283,8.777,0.06464,0.37993,220.23,0.56234,131.52
4965,1.19358,253.1652,55177.81,0.003458,200.57,,4.1402,11.781,1700.37,26.942,183.05,42.472,9.022,0.06495,0.38087,221.07,0.56366,132.19
4966,1.20244,253.5722,55027.16,0.0035211,201.22,,4.1258,11.7997,1699.77,26.833,183.06,42.388,8.882,0.06511,0.3804,220.5,0.56107,132.65
4967,1.19251,252.4047,54950.28,0.0038416,201.33,,4.0975,11.75,1692.06,26.6947,182.49,41.912,8.708,0.06697,0.37867,219.08,0.55195,131.88
4968,1.19643,255.6644,54925.06,0.00379,202.01,,4.1032,11.7523,1692.86,26.784,182.26,41.769,8.668,0.06481,0.37892,218.95,0.55101,131.92
4969,1.19899,260.3198,55013.42,0.0039224,202.34,,4.1154,11.797,1697.77,26.8488,183.14,41.928,8.577,0.06537,0.38012,220.27,0.55334,132.45
4970,1.18204,256.1316,54680.0,0.0039372,198.85,,4.0363,11.6954,1686.78,26.5709,181.71,41.344,8.505,0.06511,0.37675,218.21,0.54849,130.21
4971,1.17666,255.9668,54442.89,0.0037684,197.63,,4.0407,11.602,1681.12,26.3726,180.24,40.895,8.512,0.064,0.37458,216.93,0.54555,128.84
4972,1.1675,254.63,54291.28,0.0037571,195.03,,4.0182,11.5334,1679.2,26.1828,179.14,40.715,8.366,0.06352,0.37389,216.31,0.53906,127.51
4973,1.17787,257.7609,54735.64,0.0038542,196.36,,4.0611,11.6807,1683.66,26.32,180.62,41.091,8.476,0.06483,0.37642,218.35,0.54586,128.52
4974,1.1823,259.4867,54630.06,0.0037924,197.79,,4.0508,11.7158,1681.01,26.304,180.39,41.041,8.387,0.06469,0.37594,221.75,0.54508,128.21
4975,1.17939,260.8413,54961.85,0.0037871,197.73,,4.0624,11.8053,1682.5,26.5533,181.04,41.131,8.399,0.06452,0.37791,220.46,0.54702,128.34
4976,1.19679,264.0949,56167.46,0.00395,200.96,,4.1149,11.9505,1706.43,26.7087,183.66,41.625,8.372,0.06533,0.38102,223.61,0.55363,131.87
4977,1.185,265.9097,56084.74,0.0039697,200.8,,4.1087,11.9314,1710.59,26.805,183.41,41.339,8.305,0.06543,0.38022,222.86,0.5576,132.66
4978,1.17938,263.915,55728.93,0.0038822,199.61,,4.0965,11.882,1704.54,26.7198,182.76,41.348,8.284,0.0647,0.37905,221.46,0.5551,132.8
4979,1.18546,263.8698,55765.01,0.003764,198.6,,4.0786,11.8656,1704.16,26.7375,182.92,41.165,8.229,0.06436,0.38479,220.72,0.55189,132.56
4980,1.19512,267.8497,55858.74,0.0038029,200.5,,4.0934,11.8937,1717.52,26.982,183.25,41.624,8.256,0.06453,0.38192,222.22,0.55507,133.79
4981,1.19784,273.8261,56433.17,0.0038951,200.99,,4.1254,11.892,1728.27,27.0489,185.89,41.6,8.371,0.06509,0.38384,223.12,0.55979,134.61
4982,1.18957,274.7015,56370.94,0.0038091,201.0,,4.1118,11.832,1723.59,27.0573,185.02,41.593,8.519,0.0645,0.38442,222.63,0.55604,134.1
4983,1.17678,269.2234,55817.14,0.0037855,201.64,,4.0912,11.7927,1712.63,26.8766,184.06,41.106,8.535,0.0636,0.38185,221.27,0.54752,133.62
4984,1.18543,272.9292,56020.28,0.0037399,202.97,,4.1128,11.9319,1709.55,27.0028,184.45,42.033,8.457,0.06383,0.3819,222.72,0.55189,134.99
4985,1.18921,272.2046,56068.69,0.0036422,203.15,,4.154,11.9196,1711.55,27.1644,185.58,42.319,8.35,0.06354,0.38381,222.45,0.55215,134.63
4986,1.18492,272.3304,55804.92,0.003682,202.58,,4.1674,11.9165,1707.34,27.3771,185.29,42.475,8.332,0.06358,0.38406,221.7,0.55094,133.85
4987,1.19403,277.9815,56052.05,0.0036995,201.59,,4.1626,11.9514,1710.97,27.463,186.17,42.136,8.42,0.06407,0.38679,221.78,0.55109,134.69
4988,1.19132,277.3936,56272.49,0.003653,203.21,,4.1545,11.9907,1718.48,27.4902,186.15,42.103,8.486,0.06412,0.38577,220.83,0.55403,135.02
4989,1.19003,277.7458,56269.49,0.0036377,203.1,,4.143,11.9854,1721.77,27.3785,185.75,42.174,8.41,0.06404,0.38478,220.57,0.55657,135.45
4990,1.18377,274.3157,55935.61,0.0036365,201.69,,4.1491,11.9431,1712.92,27.2454,184.71,42.721,8.382,0.06352,0.38316,220.32,0.55234,133.96
4991,1.20589,277.3772,56200.66,0.0036969,203.05,,4.1974,11.9776,1718.06,27.5499,185.38,43.481,8.41,0.06437,0.38467,220.48,0.5573,134.69
4992,1.20591,276.1441,56296.57,0.0037089,202.95,,4.1776,12.0053,1718.71,27.6047,185.62,44.071,8.492,0.06439,0.38514,220.83,0.55601,134.3
4993,1.19287,270.8296,56114.95,0.003691,201.08,,4.1374,11.919,1713.37,27.3361,184.38,43.439,8.387,0.06408,0.38276,220.11,0.55206,133.55
4994,1.19505,271.8399,56085.93,0.0036664,200.31,,4.1433,11.9173,1710.92,27.1681,184.5,43.15,8.361,0.06385,0.3822,220.04,0.55096,133.46
4995,1.18866,269.1348,55787.03,0.0036474,200.67,,4.1171,11.8387,1703.23,26.9849,183.5,43.492,8.292,0.06353,0.38123,220.07,0.54776,132.79
4996,1.18336,269.6837,55525.24,0.0036152,199.47,,4.1027,11.8826,1691.34,26.8348,183.06,43.347,8.276,0.06345,0.40557,219.3,0.54984,131.74
4997,1.1861,270.95,55750.0,0.0036135,200.86,,4.1229,11.8929,1694.49,26.8914,184.03,44.018,8.328,0.06369,0.40252,220.61,0.54842,131.46
