,Unnamed: 0,tickers,date,tick_len,min_len,na_count,non_continuous_trading_time_count,other_trading_time_count,Exchg,Fut_code
293,0,MA2311.CZC,2022-12-30,3169,345,0,1,0,CZC,MA.CZC
294,0,MA2312.CZC,2022-12-30,1625,345,0,1,0,CZC,MA.CZC
295,0,NI2301.SHF,2022-12-30,29858,465,0,2,0,SHF,NI.SHF
296,0,NI2302.SHF,2022-12-30,51919,465,0,2,0,SHF,NI.SHF
297,0,NI2303.SHF,2022-12-30,52338,465,0,2,0,SHF,NI.SHF
298,0,NI2304.SHF,2022-12-30,51569,465,8,2,0,SHF,NI.SHF
299,0,NI2305.SHF,2022-12-30,27212,465,0,2,0,SHF,NI.SHF
300,0,NI2306.SHF,2022-12-30,19250,465,4201,2,0,SHF,NI.SHF
301,0,NI2307.SHF,2022-12-30,23216,465,15893,2,0,SHF,NI.SHF
302,0,NI2308.SHF,2022-12-30,18418,465,11070,2,0,SHF,NI.SHF
303,0,NI2309.SHF,2022-12-30,18454,465,1359,2,0,SHF,NI.SHF
304,0,NI2310.SHF,2022-12-30,20456,465,13786,2,0,SHF,NI.SHF
305,0,NI2311.SHF,2022-12-30,14224,465,9261,2,0,SHF,NI.SHF
306,0,NI2312.SHF,2022-12-30,14073,465,10132,2,0,SHF,NI.SHF
307,0,OI2301.CZC,2022-12-30,14549,345,0,1,0,CZC,OI.CZC
308,0,OI2303.CZC,2022-12-30,30964,345,0,1,0,CZC,OI.CZC
309,0,OI2305.CZC,2022-12-30,38952,345,0,1,0,CZC,OI.CZC
310,0,OI2307.CZC,2022-12-30,22366,345,0,1,0,CZC,OI.CZC
311,0,OI2309.CZC,2022-12-30,22590,345,12,1,0,CZC,OI.CZC
312,0,OI2311.CZC,2022-12-30,10904,345,0,1,0,CZC,OI.CZC
313,0,P2301.DCE,2022-12-30,8957,345,0,2,0,DCE,P.DCE
314,0,P2302.DCE,2022-12-30,23030,345,0,3,0,DCE,P.DCE
315,0,P2303.DCE,2022-12-30,21074,345,0,2,0,DCE,P.DCE
316,0,P2304.DCE,2022-12-30,20389,345,0,2,0,DCE,P.DCE
317,0,P2305.DCE,2022-12-30,40375,345,0,3,0,DCE,P.DCE
318,0,P2306.DCE,2022-12-30,18374,345,0,2,0,DCE,P.DCE
