,tickers,normalize_method,normed_method,outlier_method,period,mean,median,range,IQR,IC,IC_2sigma,count_2sigma,normal_test_p_value
0,Y.DCE,None,minmax,None,180,0.5514465608645044,0.5685599882717294,1.0,0.5547176386740434,-0.01701155082503617,,0,8.13611416122321e-28
1,Y.DCE,None,ts_zscore,None,180,0.3569922776920316,0.38631543869857143,7.39013253407232,2.2036060593274662,-0.023996646555342945,-0.40075649800967256,30,4.978338540174869e-18
0,Y.DCE,None,minmax,None,256,0.5479849125368045,0.5645350598212934,1.0,0.575930950295827,-0.013095542860000862,,0,5.568486989042994e-29
1,Y.DCE,None,ts_zscore,None,256,0.4207980560904631,0.3632674273004595,7.27008068776969,2.387670447706889,-0.02534600755587408,-0.36796377751996695,29,4.6034555949008e-21
0,Y.DCE,None,minmax,None,512,0.5545444378899849,0.5877602601189666,1.0,0.6120318309301529,-0.012568831479786092,,0,1.4705076978504167e-30
1,Y.DCE,None,ts_zscore,None,512,0.6541423108744839,0.6380586922325697,7.1595482723925805,2.528601226209289,-0.020496384858172675,-0.49784659375496204,15,3.5093461867166426e-23
0,Y.DCE,None,minmax,None,1024,0.5490768566631908,0.5511915579498496,1.0,0.5459357440575264,-0.021378220774916218,,0,1.8055383302266398e-27
1,Y.DCE,None,ts_zscore,None,1024,0.8080652744793118,0.6974814032933305,7.510489226760029,2.6799131755963552,-0.023622664516856694,-0.20505435444408815,26,3.898667976104937e-23
0,ZC.CZC,None,minmax,None,20,0.5653425681778541,0.6381240959648866,1.0,0.7103313532727846,0.011175872571478437,,0,7.548870437347185e-34
1,ZC.CZC,None,ts_zscore,None,20,0.2702542791293294,0.4718242390578632,7.278306529787669,2.1011524754078845,0.004657061865715331,-0.16004813935631848,34,1.8413056317298157e-15
0,ZC.CZC,None,minmax,None,40,0.5723426032051707,0.6285093437635811,1.0,0.6234156744345742,0.005857840900045325,,0,3.7133610284707583e-31
1,ZC.CZC,None,ts_zscore,None,40,0.3832299774284304,0.5154277845065137,7.025050942016911,2.069085442092965,0.005789232330329172,-0.14944979391190436,39,5.4751552412950905e-14
0,ZC.CZC,None,minmax,None,60,0.5753392089554299,0.6149425287356322,1.0,0.5756004764893917,-0.00566130771128409,,0,2.825786766386902e-28
1,ZC.CZC,None,ts_zscore,None,60,0.42898894680082317,0.5614349781780597,7.514325409373557,2.0888107687640525,-0.005062309689278623,0.07647298130875899,58,5.664122504356328e-10
0,ZC.CZC,None,minmax,None,90,0.5716347388355448,0.6083272511632145,1.0,0.5418902925129241,-0.00025163953085336816,,0,2.9922418581406284e-26
1,ZC.CZC,None,ts_zscore,None,90,0.44172978110647787,0.5499825451643521,7.970899097629249,1.9728464562582049,-0.0027443732981634983,0.23951059744598996,87,1.5298666767193936e-05
0,ZC.CZC,None,minmax,None,180,0.5646887051345991,0.5865993832352119,1.0,0.5775727542951374,0.014988452134897006,,0,1.9045257367642994e-27
1,ZC.CZC,None,ts_zscore,None,180,0.45392997281394887,0.4446529440820426,8.381049757759925,1.9527413323984475,0.0013119013503235593,0.10820226577785053,76,6.989581379457377e-06
0,ZC.CZC,None,minmax,None,256,0.5579612226248065,0.610011952823959,1.0,0.5724463657078607,0.019631623196741384,,0,6.92630274805748e-27
1,ZC.CZC,None,ts_zscore,None,256,0.5092585781940249,0.525288874802103,8.761787661542428,1.8742408361879395,0.0029109155329348447,0.05298970299898599,74,0.00027431215858086944
0,ZC.CZC,None,minmax,None,512,0.5995338864303987,0.653062232035365,1.0,0.5417813146263664,0.01973001150619229,,15,2.150509361121326e-27
1,ZC.CZC,None,ts_zscore,None,512,0.7134520184136619,0.7686784875718733,9.795006767716869,1.5716768920701834,0.002210436130020472,0.02859982847401786,77,8.461632002715325e-13
0,ZC.CZC,None,minmax,None,1024,0.712027422008232,0.7614161108260646,0.8589762501843929,0.2679206759462234,0.0006254210889099933,-0.09220259463891127,127,1.0196792456207918e-29
1,ZC.CZC,None,ts_zscore,None,1024,1.1261822093222666,0.966891116534957,10.278009184764958,1.1757892375275116,-0.008682380967904364,0.02145341200780107,73,1.5711828321462845e-36
0,ZN.SHF,None,minmax,None,20,0.5236937792931114,0.5397155064256892,1.0,0.6286372057849806,-0.011583702618926375,,0,8.982918120791734e-31
1,ZN.SHF,None,ts_zscore,None,20,0.10038606711374683,0.16048101707724918,7.0102006340579095,2.007159011401903,-0.02300425065734615,-0.10539250761104607,47,2.877337474185837e-12
0,ZN.SHF,None,minmax,None,40,0.5221074277249909,0.5406285764591954,1.0,0.6146057571726387,0.0037405513850454603,,0,1.3543947356728024e-29
1,ZN.SHF,None,ts_zscore,None,40,0.13037373369586702,0.20600736373972214,8.735614619021174,2.1514627925587755,-0.008893917084837975,-0.11458635265285577,44,1.9744629542461922e-11
0,ZN.SHF,None,minmax,None,60,0.5178717988391649,0.5401369701215339,1.0,0.6064016994115522,0.014932643173329025,,0,1.8542853504560307e-29
1,ZN.SHF,None,ts_zscore,None,60,0.15422303782335747,0.2751238212767222,9.489817140639834,2.1825830552967185,0.004548104833085483,-0.13856343469750337,44,1.9929738415136455e-11
0,ZN.SHF,None,minmax,None,90,0.5101306204841158,0.5081727176678854,1.0,0.5831444355290929,0.021062211303607956,,0,2.0776107942033303e-27
1,ZN.SHF,None,ts_zscore,None,90,0.14188480175292414,0.23760958098874907,9.837093463270671,2.2163823366270496,0.006567162701805729,-0.11280643300842329,38,5.338787680171653e-14
0,ZN.SHF,None,minmax,None,180,0.5265056300432146,0.5554098968962866,1.0,0.6432137358987366,0.0234173453580596,,0,5.599409976017646e-31
1,ZN.SHF,None,ts_zscore,None,180,0.16825399296755036,0.44482665707431207,9.280383071937301,2.5718058476000762,0.008631240945443729,-0.3182352152000581,32,3.1175300317678136e-21
0,ZN.SHF,None,minmax,None,256,0.5328691095322968,0.5708879599721325,1.0,0.6551961354868069,0.023668161009737797,,0,5.586908358497781e-32
1,ZN.SHF,None,ts_zscore,None,256,0.17998251638598192,0.45982759980754173,8.524999745292153,2.654236538181391,0.007121810467881348,-0.41012523615129504,17,5.136272565033103e-24
0,ZN.SHF,None,minmax,None,512,0.5556166176254328,0.6374067699368904,1.0,0.6242194638122082,0.01482567510531504,,0,2.9775016603649223e-33
1,ZN.SHF,None,ts_zscore,None,512,0.25673020563567617,0.5135714193420086,7.946645018023517,2.7043800006668297,0.00341126252601794,-0.2963355254937442,29,3.245283045075142e-25
0,ZN.SHF,None,minmax,None,1024,0.5987535662330896,0.6253423400237805,1.0,0.37306522851024376,-0.010238773890463123,0.047058219999447905,66,1.396968306314982e-21
1,ZN.SHF,None,ts_zscore,None,1024,0.43471343627419035,0.43708030115771146,7.946645018023517,1.9012625370422933,-0.012092203046372438,-0.07594774582393457,75,5.67198898959731e-10
